FID,AsRecordedID,SpeciesID,Species_name
SpeciesList.2510,2510,2510,Hippocampus bleekeri
SpeciesList.2511,2511,2511,Notocypraea comptoni
SpeciesList.2517,2517,2517,Afurcagobius tamarensis
SpeciesList.2519,2519,2519,Pseudaphritis urvillii
SpeciesList.2550,2550,2550,Lepsiella vinosa
SpeciesList.2555,2555,2555,Siphonognathus caninis
SpeciesList.2569,2569,2569,Cycloporus venetus
SpeciesList.2570,2570,2570,Pseudobiceros hymanae
SpeciesList.2571,2571,2571,Pseudobiceros stellae
SpeciesList.2572,2572,2572,Pseudoceros bifurcus
SpeciesList.2573,2573,2573,Pseudoceros ferrugineus
SpeciesList.2574,2574,2574,Sabella spallanzanii
SpeciesList.2575,2575,2575,Ischnochiton lineolatus
SpeciesList.2576,2576,2576,Glycymeris striatularis
SpeciesList.2577,2577,2577,Glycymeris grayana
SpeciesList.2578,2578,2578,Pinctada margaritifera
SpeciesList.2580,2580,2580,Limatula strangei
SpeciesList.2581,2581,2581,Scaeochlamys livida
SpeciesList.2582,2582,2582,Spondylus varius
SpeciesList.2583,2583,2583,Cardita incrassata
SpeciesList.2584,2584,2584,Hippopus hippopus
SpeciesList.2585,2585,2585,Tridacna crocea
SpeciesList.2586,2586,2586,Tridacna derasa
SpeciesList.2587,2587,2587,Tridacna gigas
SpeciesList.2588,2588,2588,Tridacna maxima
SpeciesList.2589,2589,2589,Tridacna squamosa
SpeciesList.2591,2591,2591,Lutraria rhynchaena
SpeciesList.2592,2592,2592,Sepia latimanus
SpeciesList.2593,2593,2593,Sepia papuensis
SpeciesList.2594,2594,2594,Sepia rozella
SpeciesList.2595,2595,2595,Sepioloidea lineolata
SpeciesList.2596,2596,2596,Euprymna tasmanica
SpeciesList.2597,2597,2597,Idiosepius notoides
SpeciesList.2598,2598,2598,Astralium pileolum
SpeciesList.2599,2599,2599,Turbo argyrostomus
SpeciesList.2600,2600,2600,Turbo chrysostomus
SpeciesList.2601,2601,2601,Astralium rotularia
SpeciesList.2602,2602,2602,Phasianotrochus apicinus
SpeciesList.2603,2603,2603,Thalotia conica
SpeciesList.2604,2604,2604,Austrocochlea porcata
SpeciesList.2605,2605,2605,Trochus hanleyanus
SpeciesList.2606,2606,2606,Trochus maculatus
SpeciesList.2607,2607,2607,Rhinoclavis aspera
SpeciesList.2608,2608,2608,Cerithium novaehollandiae
SpeciesList.2609,2609,2609,Rhinoclavis sinensis
SpeciesList.2610,2610,2610,Velacumantus australis
SpeciesList.2615,2615,2615,Phenacovolva rosea
SpeciesList.2616,2616,2616,Ovula ovum
SpeciesList.2618,2618,2618,Lamellaria australis
SpeciesList.2619,2619,2619,Bursa granularis
SpeciesList.2620,2620,2620,Charonia tritonis
SpeciesList.2621,2621,2621,Chicoreus microphyllus
SpeciesList.2622,2622,2622,Drupella rugosa
SpeciesList.2623,2623,2623,Lepsiella baileyana
SpeciesList.2624,2624,2624,Lepsiella flindersi
SpeciesList.2625,2625,2625,Cominella eburnea
SpeciesList.2626,2626,2626,Fusinus novaehollandiae
SpeciesList.2627,2627,2627,Latirolagena smaragdula
SpeciesList.2628,2628,2628,Latirus belcheri
SpeciesList.2629,2629,2629,Turrilatirus turritus
SpeciesList.2630,2630,2630,Euplica bidentata
SpeciesList.2631,2631,2631,Melo amphora
SpeciesList.2632,2632,2632,Oliva australis
SpeciesList.2634,2634,2634,Vexillum exasperatum
SpeciesList.2635,2635,2635,Conus capitaneus
SpeciesList.2636,2636,2636,Conus figulinus
SpeciesList.2637,2637,2637,Conus marmoreus
SpeciesList.2638,2638,2638,Conus miles
SpeciesList.2639,2639,2639,Conus miliaris
SpeciesList.2640,2640,2640,Conus rattus
SpeciesList.2641,2641,2641,Conus sanguinolentus
SpeciesList.2642,2642,2642,Conus tropicensis
SpeciesList.2643,2643,2643,Bullina lineata
SpeciesList.2644,2644,2644,Hydatina physis
SpeciesList.2645,2645,2645,Chelidonura amoena
SpeciesList.2646,2646,2646,Chelidonura inornata
SpeciesList.2648,2648,2648,Philinopsis pilsbryi
SpeciesList.2649,2649,2649,Plakobranchus ocellatus
SpeciesList.2650,2650,2650,Dolabella auricularia
SpeciesList.2651,2651,2651,Aplysia juliana
SpeciesList.2652,2652,2652,Bursatella leachii
SpeciesList.2653,2653,2653,Pleurobranchus hilli
SpeciesList.2654,2654,2654,Pleurobranchus peroni
SpeciesList.2655,2655,2655,Trapania safracornia
SpeciesList.2656,2656,2656,Polycera capensis
SpeciesList.2657,2657,2657,Polycera hedgpethi
SpeciesList.2658,2658,2658,Thecacera pennigera
SpeciesList.2660,2660,2660,Plocamopherus imperialis
SpeciesList.2661,2661,2661,Plocamopherus tilesii
SpeciesList.2662,2662,2662,Nembrotha purpureolineata
SpeciesList.2663,2663,2663,Nembrotha rosannulata
SpeciesList.2664,2664,2664,Roboastra gracilis
SpeciesList.2665,2665,2665,Roboastra luteolineata
SpeciesList.2666,2666,2666,Tambja morosa
SpeciesList.2667,2667,2667,Gymnodoris okinawae
SpeciesList.2668,2668,2668,Aegires citrinus
SpeciesList.2669,2669,2669,Hexabranchus sanguineus
SpeciesList.2670,2670,2670,Doris cameroni
SpeciesList.2671,2671,2671,Verconia verconis
SpeciesList.2676,2676,2676,Chromodoris thompsoni
SpeciesList.2677,2677,2677,Glossodoris cincta
SpeciesList.2679,2679,2679,Risbecia tryoni
SpeciesList.2680,2680,2680,Doriopsilla carneola
SpeciesList.2681,2681,2681,Dendrodoris fumata
SpeciesList.2682,2682,2682,Dendrodoris gunnamatta
SpeciesList.2683,2683,2683,Dendrodoris nigra
SpeciesList.2684,2684,2684,Phyllidia ocellata
SpeciesList.2685,2685,2685,Phyllidia coelestis
SpeciesList.2686,2686,2686,Phyllidia varicosa
SpeciesList.2687,2687,2687,Phyllidia elegans
SpeciesList.2688,2688,2688,Paradoris dubia
SpeciesList.2689,2689,2689,Hoplodoris nodulosa
SpeciesList.2690,2690,2690,Jorunna funebris
SpeciesList.2691,2691,2691,Halgerda aurantiomaculata
SpeciesList.2692,2692,2692,Marianina rosea
SpeciesList.2693,2693,2693,Bornella stellifer
SpeciesList.2694,2694,2694,Melibe australis
SpeciesList.2695,2695,2695,Madrella sanguinea
SpeciesList.2696,2696,2696,Flabellina poenicia
SpeciesList.2697,2697,2697,Flabellina bicolor
SpeciesList.2698,2698,2698,Baeolidia australis
SpeciesList.2699,2699,2699,Cratena lineata
SpeciesList.2700,2700,2700,Phyllodesmium serratum
SpeciesList.2701,2701,2701,Comatella stelligera
SpeciesList.2702,2702,2702,Himerometra magnipinna
SpeciesList.2703,2703,2703,Himerometra robustipinna
SpeciesList.2705,2705,2705,Colobometra perspinosa
SpeciesList.2706,2706,2706,Oligometra serripinna
SpeciesList.2708,2708,2708,Tropiometra afra
SpeciesList.2709,2709,2709,Luidia australiae
SpeciesList.2710,2710,2710,Astropecten vappa
SpeciesList.2711,2711,2711,Iconaster longimanus
SpeciesList.2712,2712,2712,Pseudogoniodiscaster wardi
SpeciesList.2713,2713,2713,Anchitosia queenslandensis
SpeciesList.2714,2714,2714,Fromia milleporella
SpeciesList.2715,2715,2715,Gomophia watsoni
SpeciesList.2716,2716,2716,Nardoa galatheae
SpeciesList.2717,2717,2717,Nardoa tuberculata
SpeciesList.2718,2718,2718,Ophidiaster granifer
SpeciesList.2719,2719,2719,Anthenea acanthodes
SpeciesList.2720,2720,2720,Anthenea sidneyensis
SpeciesList.2721,2721,2721,Anthenea tuberculosa
SpeciesList.2722,2722,2722,Culcita schmideliana
SpeciesList.2723,2723,2723,Goniodiscaster acanthodes
SpeciesList.2724,2724,2724,Pentaceraster regulus
SpeciesList.2725,2725,2725,Protoreaster nodulosus
SpeciesList.2726,2726,2726,Echinaster colemani
SpeciesList.2727,2727,2727,Mithrodia clavigera
SpeciesList.2728,2728,2728,Uniophora nuda
SpeciesList.2729,2729,2729,Astroboa granulatus
SpeciesList.2730,2730,2730,Macrophiothrix rhabdota
SpeciesList.2731,2731,2731,Ophiothrix spongicola
SpeciesList.2732,2732,2732,Phyllacanthus longispinus
SpeciesList.2733,2733,2733,Prionocidaris australis
SpeciesList.2734,2734,2734,Echinothrix calamaris
SpeciesList.2735,2735,2735,Echinothrix diadema
SpeciesList.2736,2736,2736,Temnopleurus toreumaticus
SpeciesList.2737,2737,2737,Pseudoboletia maculata
SpeciesList.2738,2738,2738,Toxopneustes pileolus
SpeciesList.2739,2739,2739,Echinoneus cyclostomus
SpeciesList.2740,2740,2740,Clypeaster australasiae
SpeciesList.2741,2741,2741,Peronella lesueuri
SpeciesList.2742,2742,2742,Breynia australasiae
SpeciesList.2743,2743,2743,Ceto cuvieria
SpeciesList.2744,2744,2744,Massinium magnum
SpeciesList.2745,2745,2745,Cladolabes perspicillum
SpeciesList.2746,2746,2746,Cladolabes schmeltzii
SpeciesList.2747,2747,2747,Colochirus quadrangularis
SpeciesList.2748,2748,2748,Neoamphicyclus altoffi
SpeciesList.2749,2749,2749,Actinopyga echinites
SpeciesList.2750,2750,2750,Actinopyga mauritiana
SpeciesList.2751,2751,2751,Holothuria atra
SpeciesList.2752,2752,2752,Holothuria scabra
SpeciesList.2753,2753,2753,Holothuria fuscogilva
SpeciesList.2754,2754,2754,Actinopyga miliaris
SpeciesList.2755,2755,2755,Bohadschia argus
SpeciesList.2756,2756,2756,Holothuria fuscorubra
SpeciesList.2757,2757,2757,Holothuria leucospilota
SpeciesList.2758,2758,2758,Holothuria fuscopunctata
SpeciesList.2759,2759,2759,Holothuria whitmaei
SpeciesList.2760,2760,2760,Holothuria difficilis
SpeciesList.2761,2761,2761,Holothuria fuscocinerea
SpeciesList.2762,2762,2762,Holothuria hilla
SpeciesList.2763,2763,2763,Holothuria impatiens
SpeciesList.2764,2764,2764,Holothuria integra
SpeciesList.2765,2765,2765,Stichopus chloronotus
SpeciesList.2766,2766,2766,Thelenota ananas
SpeciesList.2767,2767,2767,Stichopus hermanni
SpeciesList.2768,2768,2768,Stichopus horrens
SpeciesList.2769,2769,2769,Stichopus vastus
SpeciesList.2770,2770,2770,Euapta godeffroyi
SpeciesList.2771,2771,2771,Synapta maculata
SpeciesList.2772,2772,2772,Gonodactylus smithii
SpeciesList.2773,2773,2773,Cinetorhynchus hendersoni
SpeciesList.2774,2774,2774,Rhynchocinetes durbanensis
SpeciesList.2775,2775,2775,Ancylomenes magnificus
SpeciesList.2777,2777,2777,Panulirus versicolor
SpeciesList.2778,2778,2778,Scyllarides haanii
SpeciesList.2779,2779,2779,Dardanus lagopodes
SpeciesList.2780,2780,2780,Pseudopaguristes monoporus
SpeciesList.2781,2781,2781,Dardanus megistos
SpeciesList.2782,2782,2782,Calcinus latens
SpeciesList.2783,2783,2783,Calcinus imperialis
SpeciesList.2784,2784,2784,Hyastenus elatus
SpeciesList.2785,2785,2785,Daira perlata
SpeciesList.2786,2786,2786,Ovalipes australiensis
SpeciesList.2787,2787,2787,Portunus sanguinolentus
SpeciesList.2788,2788,2788,Thalamita sima
SpeciesList.2789,2789,2789,Litocheira bispinosa
SpeciesList.2790,2790,2790,Ozius truncatus
SpeciesList.2791,2791,2791,Cymo melanodactylus
SpeciesList.2792,2792,2792,Trapezia septata
SpeciesList.2793,2793,2793,Tetralia nigrolineata
SpeciesList.2794,2794,2794,Leptograpsus variegatus
SpeciesList.2795,2795,2795,Nymphon aequidigitatum
SpeciesList.2796,2796,2796,Pseudopallene ambigua
SpeciesList.2797,2797,2797,Stylopallene longicauda
SpeciesList.2798,2798,2798,Pallenopsis gippslandiae
SpeciesList.2799,2799,2799,Pallenopsis macneilli
SpeciesList.2800,2800,2800,Heterodontus galeatus
SpeciesList.2801,2801,2801,Chiloscyllium punctatum
SpeciesList.2802,2802,2802,Nebrius ferrugineus
SpeciesList.2803,2803,2803,Hemiscyllium ocellatum
SpeciesList.2804,2804,2804,Hemiscyllium trispeculare
SpeciesList.2805,2805,2805,Orectolobus wardi
SpeciesList.2806,2806,2806,Carcharhinus brachyurus
SpeciesList.2807,2807,2807,Negaprion acutidens
SpeciesList.2808,2808,2808,Carcharhinus amblyrhynchos
SpeciesList.2809,2809,2809,Hypnos monopterygius
SpeciesList.2810,2810,2810,Spiniraja whitleyi
SpeciesList.2811,2811,2811,Neotrygon kuhlii
SpeciesList.2812,2812,2812,Neotrygon ningalooensis
SpeciesList.2813,2813,2813,Trygonoptera imitata
SpeciesList.2814,2814,2814,Gymnothorax cribroris
SpeciesList.2815,2815,2815,Uropterygius marmoratus
SpeciesList.2816,2816,2816,Echidna polyzona
SpeciesList.2817,2817,2817,Gymnothorax chilospilus
SpeciesList.2818,2818,2818,Gymnothorax javanicus
SpeciesList.2819,2819,2819,Gymnothorax meleagris
SpeciesList.2820,2820,2820,Gymnothorax prionodon
SpeciesList.2822,2822,2822,Scolecenchelys breviceps
SpeciesList.2824,2824,2824,Myrichthys colubrinus
SpeciesList.2825,2825,2825,Herklotsichthys castelnaui
SpeciesList.2826,2826,2826,Salmo salar
SpeciesList.2827,2827,2827,Synodus similis
SpeciesList.2828,2828,2828,Synodus binotatus
SpeciesList.2829,2829,2829,Synodus doaki
SpeciesList.2830,2830,2830,Saurida nebulosa
SpeciesList.2832,2832,2832,Chanos chanos
SpeciesList.2833,2833,2833,Paraplotosus butleri
SpeciesList.2834,2834,2834,Paraplotosus muelleri
SpeciesList.2835,2835,2835,Halophryne diemensis
SpeciesList.2836,2836,2836,Batrachomoeus dubius
SpeciesList.2837,2837,2837,Aspasmogaster liorhyncha
SpeciesList.2838,2838,2838,Thymichthys politus
SpeciesList.2839,2839,2839,Hyporhamphus affinis
SpeciesList.2840,2840,2840,Tylosurus gavialoides
SpeciesList.2841,2841,2841,Strongylura incisa
SpeciesList.2842,2842,2842,Atherinomorus vaigiensis
SpeciesList.2843,2843,2843,Centroberyx affinis
SpeciesList.2844,2844,2844,Myripristis berndti
SpeciesList.2845,2845,2845,Myripristis violacea
SpeciesList.2846,2846,2846,Myripristis vittata
SpeciesList.2847,2847,2847,Neoniphon argenteus
SpeciesList.2848,2848,2848,Sargocentron caudimaculatum
SpeciesList.2849,2849,2849,Sargocentron ittodai
SpeciesList.2850,2850,2850,Sargocentron spiniferum
SpeciesList.2851,2851,2851,Sargocentron violaceum
SpeciesList.2852,2852,2852,Sargocentron cornutum
SpeciesList.2853,2853,2853,Aeoliscus strigatus
SpeciesList.2854,2854,2854,Solenostomus cyanopterus
SpeciesList.2855,2855,2855,Stigmatopora argus
SpeciesList.2856,2856,2856,Hippocampus whitei
SpeciesList.2857,2857,2857,Festucalex cinctus
SpeciesList.2858,2858,2858,Filicampus tigris
SpeciesList.2859,2859,2859,Maroubra perserrata
SpeciesList.2860,2860,2860,Vanacampus margaritifer
SpeciesList.2861,2861,2861,Halicampus boothae
SpeciesList.2862,2862,2862,Idiotropiscis lumnitzeri
SpeciesList.2863,2863,2863,Synanceia horrida
SpeciesList.2864,2864,2864,Inimicus caledonicus
SpeciesList.2865,2865,2865,Pterois antennata
SpeciesList.2866,2866,2866,Scorpaenodes littoralis
SpeciesList.2867,2867,2867,Scorpaenodes scaber
SpeciesList.2868,2868,2868,Scorpaenopsis diabolus
SpeciesList.2869,2869,2869,Scorpaenopsis venosa
SpeciesList.2870,2870,2870,Synanceia verrucosa
SpeciesList.2871,2871,2871,Liocranium praepositum
SpeciesList.2872,2872,2872,Caracanthus maculatus
SpeciesList.2873,2873,2873,Platycephalus fuscus
SpeciesList.2874,2874,2874,Platycephalus endrachtensis
SpeciesList.2875,2875,2875,Cymbacephalus nematophthalmus
SpeciesList.2876,2876,2876,Platycephalus longispinis
SpeciesList.2877,2877,2877,Platycephalus marmoratus
SpeciesList.2878,2878,2878,Thysanophrys cirronasa
SpeciesList.2879,2879,2879,Ambassis jacksoniensis
SpeciesList.2880,2880,2880,Cephalopholis boenak
SpeciesList.2881,2881,2881,Epinephelus multinotatus
SpeciesList.2882,2882,2882,Epinephelus maculatus
SpeciesList.2883,2883,2883,Epinephelus fuscoguttatus
SpeciesList.2884,2884,2884,Centrogenys vaigiensis
SpeciesList.2885,2885,2885,Epinephelus quoyanus
SpeciesList.2886,2886,2886,Epinephelus radiatus
SpeciesList.2887,2887,2887,Epinephelus polyphekadion
SpeciesList.2888,2888,2888,Epinephelus tauvina
SpeciesList.2889,2889,2889,Epinephelus bilobatus
SpeciesList.2890,2890,2890,Epinephelus merra
SpeciesList.2891,2891,2891,Epinephelus hexagonatus
SpeciesList.2892,2892,2892,Epinephelus ongus
SpeciesList.2893,2893,2893,Plectropomus laevis
SpeciesList.2894,2894,2894,Plectropomus areolatus
SpeciesList.2895,2895,2895,Anyperodon leucogrammicus
SpeciesList.2896,2896,2896,Epinephelus undulatostriatus
SpeciesList.2897,2897,2897,Pseudanthias hypselosoma
SpeciesList.2898,2898,2898,Hypoplectrodes jamesoni
SpeciesList.2900,2900,2900,Pseudanthias pictilis
SpeciesList.2901,2901,2901,Pseudanthias tuka
SpeciesList.2902,2902,2902,Cephalopholis leopardus
SpeciesList.2903,2903,2903,Cephalopholis microprion
SpeciesList.2904,2904,2904,Cephalopholis spiloparaea
SpeciesList.2905,2905,2905,Cephalopholis urodeta
SpeciesList.2906,2906,2906,Epinephelus cyanopodus
SpeciesList.2907,2907,2907,Epinephelus macrospilos
SpeciesList.2908,2908,2908,Epinephelus malabaricus
SpeciesList.2909,2909,2909,Epinephelus octofasciatus
SpeciesList.2910,2910,2910,Epinephelus spilotoceps
SpeciesList.2911,2911,2911,Pseudochromis fuscus
SpeciesList.2912,2912,2912,Ogilbyina novaehollandiae
SpeciesList.2913,2913,2913,Pictichromis paccagnellae
SpeciesList.2914,2914,2914,Assiculus punctatus
SpeciesList.2915,2915,2915,Cypho purpurascens
SpeciesList.2916,2916,2916,Ogilbyina queenslandiae
SpeciesList.2917,2917,2917,Oxycercichthys veliferus
SpeciesList.2918,2918,2918,Pseudochromis wilsoni
SpeciesList.2919,2919,2919,Assessor flavissimus
SpeciesList.2920,2920,2920,Assessor macneilli
SpeciesList.2921,2921,2921,Paraplesiops alisonae
SpeciesList.2922,2922,2922,Paraplesiops poweri
SpeciesList.2923,2923,2923,Glaucosoma magnificum
SpeciesList.2924,2924,2924,Glaucosoma scapulare
SpeciesList.2925,2925,2925,Heteropriacanthus cruentatus
SpeciesList.2926,2926,2926,Siphamia roseigaster
SpeciesList.2927,2927,2927,Vincentia novaehollandiae
SpeciesList.2931,2931,2931,Zoramia viridiventer
SpeciesList.2939,2939,2939,Cheilodipterus artus
SpeciesList.2940,2940,2940,Vincentia punctata
SpeciesList.2941,2941,2941,Apogon capricornis
SpeciesList.2944,2944,2944,Cheilodipterus isostigmus
SpeciesList.2945,2945,2945,Apogon fasciatus
SpeciesList.2946,2946,2946,Sillago robusta
SpeciesList.2947,2947,2947,Hoplolatilus cuniculus
SpeciesList.2948,2948,2948,Malacanthus latovittatus
SpeciesList.2949,2949,2949,Bathystethus cultratus
SpeciesList.2950,2950,2950,Rachycentron canadum
SpeciesList.2951,2951,2951,Echeneis naucrates
SpeciesList.2952,2952,2952,Carangoides chrysophrys
SpeciesList.2953,2953,2953,Selaroides leptolepis
SpeciesList.2954,2954,2954,Carangoides gymnostethus
SpeciesList.2955,2955,2955,Seriola dumerili
SpeciesList.2956,2956,2956,Elagatis bipinnulata
SpeciesList.2957,2957,2957,Carangoides fulvoguttatus
SpeciesList.2958,2958,2958,Scomberoides lysan
SpeciesList.2959,2959,2959,Ulua mentalis
SpeciesList.2960,2960,2960,Caranx melampygus
SpeciesList.2961,2961,2961,Seriola rivoliana
SpeciesList.2962,2962,2962,Caranx lugubris
SpeciesList.2963,2963,2963,Caranx papuensis
SpeciesList.2964,2964,2964,Carangoides ferdau
SpeciesList.2965,2965,2965,Carangoides plagiotaenia
SpeciesList.2966,2966,2966,Lutjanus lutjanus
SpeciesList.2967,2967,2967,Pterocaesio chrysozona
SpeciesList.2968,2968,2968,Lutjanus lemniscatus
SpeciesList.2969,2969,2969,Lutjanus argentimaculatus
SpeciesList.2970,2970,2970,Caesio cuning
SpeciesList.2971,2971,2971,Aprion virescens
SpeciesList.2972,2972,2972,Lutjanus bohar
SpeciesList.2973,2973,2973,Lutjanus johnii
SpeciesList.2974,2974,2974,Aphareus furca
SpeciesList.2975,2975,2975,Caesio teres
SpeciesList.2976,2976,2976,Lutjanus monostigma
SpeciesList.2977,2977,2977,Macolor niger
SpeciesList.2978,2978,2978,Pterocaesio trilineata
SpeciesList.2979,2979,2979,Symphorichthys spilurus
SpeciesList.2980,2980,2980,Lutjanus russellii
SpeciesList.2981,2981,2981,Pterocaesio marri
SpeciesList.2982,2982,2982,Scolopsis monogramma
SpeciesList.2983,2983,2983,Scaevius milii
SpeciesList.2984,2984,2984,Pentapodus paradiseus
SpeciesList.2985,2985,2985,Pentapodus aureofasciatus
SpeciesList.2986,2986,2986,Scolopsis lineata
SpeciesList.2987,2987,2987,Scolopsis margaritifer
SpeciesList.2988,2988,2988,Scolopsis trilineata
SpeciesList.2990,2990,2990,Plectorhinchus multivittatus
SpeciesList.2991,2991,2991,Plectorhinchus albovittatus
SpeciesList.2992,2992,2992,Plectorhinchus lineatus
SpeciesList.2994,2994,2994,Lethrinus genivittatus
SpeciesList.2995,2995,2995,Lethrinus olivaceus
SpeciesList.2996,2996,2996,Lethrinus laticaudis
SpeciesList.2997,2997,2997,Lethrinus lentjan
SpeciesList.2998,2998,2998,Lethrinus harak
SpeciesList.2999,2999,2999,Lethrinus obsoletus
SpeciesList.3000,3000,3000,Lethrinus erythracanthus
SpeciesList.3002,3002,3002,Acanthopagrus butcheri
SpeciesList.3003,3003,3003,Acanthopagrus latus
SpeciesList.3004,3004,3004,Acanthopagrus palmaris
SpeciesList.3005,3005,3005,Atractoscion aequidens
SpeciesList.3006,3006,3006,Upeneus moluccensis
SpeciesList.3007,3007,3007,Mulloidichthys flavolineatus
SpeciesList.3008,3008,3008,Mulloidichthys vanicolensis
SpeciesList.3009,3009,3009,Parupeneus barberinus
SpeciesList.3011,3011,3011,Pempheris oualensis
SpeciesList.3012,3012,3012,Selenotoca multifasciata
SpeciesList.3013,3013,3013,Pomacanthus sexstriatus
SpeciesList.3014,3014,3014,Chelmon rostratus
SpeciesList.3015,3015,3015,Coradion altivelis
SpeciesList.3016,3016,3016,Centropyge bispinosa
SpeciesList.3017,3017,3017,Chaetodon bennetti
SpeciesList.3018,3018,3018,Chaetodon oxycephalus
SpeciesList.3019,3019,3019,Chaetodon punctatofasciatus
SpeciesList.3020,3020,3020,Chaetodon rainfordi
SpeciesList.3021,3021,3021,Chaetodon ulietensis
SpeciesList.3022,3022,3022,Chaetodon unimaculatus
SpeciesList.3023,3023,3023,Chaetodontoplus ballinae
SpeciesList.3024,3024,3024,Chaetodontoplus conspicillatus
SpeciesList.3025,3025,3025,Chaetodontoplus meredithi
SpeciesList.3026,3026,3026,Forcipiger longirostris
SpeciesList.3027,3027,3027,Genicanthus semicinctus
SpeciesList.3028,3028,3028,Heniochus chrysostomus
SpeciesList.3029,3029,3029,Heniochus monoceros
SpeciesList.3030,3030,3030,Heniochus singularius
SpeciesList.3031,3031,3031,Pygoplites diacanthus
SpeciesList.3032,3032,3032,Chaetodontoplus mesoleucus
SpeciesList.3033,3033,3033,Paristiopterus gallipavo
SpeciesList.3034,3034,3034,Dascyllus melanurus
SpeciesList.3035,3035,3035,Abudefduf septemfasciatus
SpeciesList.3036,3036,3036,Abudefduf whitleyi
SpeciesList.3037,3037,3037,Acanthochromis polyacanthus
SpeciesList.3038,3038,3038,Amblyglyphidodon aureus
SpeciesList.3039,3039,3039,Amblyglyphidodon curacao
SpeciesList.3040,3040,3040,Amblyglyphidodon leucogaster
SpeciesList.3041,3041,3041,Amphiprion melanopus
SpeciesList.3042,3042,3042,Amphiprion percula
SpeciesList.3043,3043,3043,Amphiprion rubrocinctus
SpeciesList.3044,3044,3044,Cheiloprion labiatus
SpeciesList.3045,3045,3045,Chromis amboinensis
SpeciesList.3046,3046,3046,Chromis atripes
SpeciesList.3047,3047,3047,Chromis cinerascens
SpeciesList.3048,3048,3048,Chromis iomelas
SpeciesList.3049,3049,3049,Chromis lepidolepis
SpeciesList.3050,3050,3050,Chromis retrofasciata
SpeciesList.3051,3051,3051,Chromis ternatensis
SpeciesList.3052,3052,3052,Chromis vanderbilti
SpeciesList.3053,3053,3053,Chromis xanthochira
SpeciesList.3054,3054,3054,Chromis xanthura
SpeciesList.3055,3055,3055,Chrysiptera cyanea
SpeciesList.3056,3056,3056,Chrysiptera glauca
SpeciesList.3057,3057,3057,Chrysiptera rollandi
SpeciesList.3058,3058,3058,Chrysiptera talboti
SpeciesList.3059,3059,3059,Dischistodus darwiniensis
SpeciesList.3060,3060,3060,Dischistodus melanotus
SpeciesList.3061,3061,3061,Dischistodus perspicillatus
SpeciesList.3062,3062,3062,Dischistodus prosopotaenia
SpeciesList.3063,3063,3063,Dischistodus pseudochrysopoecilus
SpeciesList.3064,3064,3064,Hemiglyphidodon plagiometopon
SpeciesList.3065,3065,3065,Neopomacentrus azysron
SpeciesList.3066,3066,3066,Neopomacentrus bankieri
SpeciesList.3067,3067,3067,Neopomacentrus cyanomos
SpeciesList.3068,3068,3068,Neopomacentrus filamentosus
SpeciesList.3069,3069,3069,Parma oligolepis
SpeciesList.3070,3070,3070,Plectroglyphidodon leucozonus
SpeciesList.3071,3071,3071,Pomacentrus adelus
SpeciesList.3072,3072,3072,Pomacentrus bankanensis
SpeciesList.3073,3073,3073,Pomacentrus grammorhynchus
SpeciesList.3074,3074,3074,Pomacentrus lepidogenys
SpeciesList.3075,3075,3075,Pomacentrus nagasakiensis
SpeciesList.3076,3076,3076,Pomacentrus nigromarginatus
SpeciesList.3077,3077,3077,Pomacentrus reidi
SpeciesList.3078,3078,3078,Pomacentrus vaiuli
SpeciesList.3079,3079,3079,Pomacentrus wardi
SpeciesList.3080,3080,3080,Stegastes albifasciatus
SpeciesList.3081,3081,3081,Stegastes nigricans
SpeciesList.3082,3082,3082,Dischistodus chrysopoecilus
SpeciesList.3083,3083,3083,Neocirrhites armatus
SpeciesList.3084,3084,3084,Paracirrhites hemistictus
SpeciesList.3085,3085,3085,Cheilodactylus francisi
SpeciesList.3086,3086,3086,Crenimugil crenilabis
SpeciesList.3087,3087,3087,Sphyraena barracuda
SpeciesList.3088,3088,3088,Choerodon cephalotes
SpeciesList.3089,3089,3089,Choerodon cauteroma
SpeciesList.3090,3090,3090,Choerodon vitta
SpeciesList.3091,3091,3091,Choerodon schoenleinii
SpeciesList.3092,3092,3092,Anampses lennardi
SpeciesList.3093,3093,3093,Pseudolabrus mortonii
SpeciesList.3094,3094,3094,Halichoeres melanurus
SpeciesList.3095,3095,3095,Halichoeres nigrescens
SpeciesList.3096,3096,3096,Cheilinus undulatus
SpeciesList.3097,3097,3097,Cheilinus trilobatus
SpeciesList.3098,3098,3098,Bodianus mesothorax
SpeciesList.3099,3099,3099,Oxycheilinus digrammus
SpeciesList.3100,3100,3100,Cheilinus fasciatus
SpeciesList.3101,3101,3101,Oxycheilinus unifasciatus
SpeciesList.3102,3102,3102,Choerodon anchorago
SpeciesList.3103,3103,3103,Choerodon graphicus
SpeciesList.3104,3104,3104,Cirrhilabrus exquisitus
SpeciesList.3105,3105,3105,Cirrhilabrus punctatus
SpeciesList.3106,3106,3106,Coris aurilineata
SpeciesList.3107,3107,3107,Coris caudimacula
SpeciesList.3108,3108,3108,Coris batuensis
SpeciesList.3109,3109,3109,Halichoeres biocellatus
SpeciesList.3110,3110,3110,Halichoeres chloropterus
SpeciesList.3111,3111,3111,Halichoeres melanochir
SpeciesList.3112,3112,3112,Halichoeres miniatus
SpeciesList.3113,3113,3113,Hologymnosus annulatus
SpeciesList.3114,3114,3114,Hologymnosus doliatus
