SurveyID,SurveyDate
5002370,2011-02-02
5002371,2011-02-02
6001969,2010-05-15
6001970,2010-05-15
6001971,2010-05-15
6001972,2009-04-10
6001973,2009-04-10
6001974,2009-04-10
6001975,2010-01-01
6001976,2010-05-23
6001977,2010-05-20
6001978,2008-07-25
6001979,2008-07-25
6001980,2008-07-25
6001981,2009-07-24
6001982,2009-07-24
6001983,2009-07-24
6001984,2010-05-16
6001985,2010-05-16
6001986,2010-05-16
6001987,2010-05-16
6001988,2010-05-16
6001989,2010-05-25
6001990,2009-04-10
6001991,2009-04-10
6001992,2009-04-10
6001993,2010-05-20
6001994,2008-07-25
6001995,2008-07-25
6001996,2008-07-28
6001997,2009-07-24
6001998,2009-07-24
6001999,2009-07-24
6002000,2010-05-16
6002001,2010-05-16
6002002,2010-05-16
6002003,2010-05-28
6002004,2010-05-28
6002005,2009-04-11
6002006,2009-04-11
6002007,2009-04-11
6002008,2009-04-11
6002009,2010-05-20
6002010,2009-07-25
6002011,2009-07-25
6002012,2009-07-25
6002013,2010-05-14
6002014,2010-05-14
6002015,2010-05-14
6002016,2010-05-14
6002017,2010-05-14
6002018,2009-04-11
6002019,2009-04-11
6002020,2009-04-11
6002021,2009-04-11
6002022,2009-03-01
6002023,2009-07-25
6002024,2009-07-25
6002025,2009-07-25
6002026,2010-06-01
6002027,2009-04-12
6002028,2009-04-12
6002029,2008-07-26
6002030,2008-07-26
6002031,2008-10-19
6002032,2009-07-26
6002033,2009-07-26
6002034,2009-07-26
6002035,2010-05-16
6002036,2010-05-16
6002037,2009-04-12
6002038,2009-04-12
6002039,2009-04-12
6002040,2009-04-12
6002041,2009-07-26
6002042,2009-07-26
6002043,2009-07-26
6002044,2010-05-17
6002045,2010-05-17
6002046,2010-05-17
6002047,2010-05-17
6002048,2010-05-17
6002049,2010-05-17
6002050,2009-04-13
6002051,2009-04-13
6002052,2009-04-13
6002053,2009-07-27
6002054,2009-07-27
6002055,2010-05-15
6002056,2010-05-15
6002057,2010-05-15
6002058,2010-05-15
6002059,2010-05-15
6002060,2009-04-13
6002061,2009-04-13
6002062,2009-04-13
6002063,2009-04-13
6002064,2009-04-13
6002065,2009-04-13
6002066,2009-07-27
6002067,2009-07-27
6002068,2009-07-27
6002069,2010-05-15
6002070,2010-05-15
6002071,2010-05-15
6002072,2010-05-15
6002073,2010-05-15
6002074,2010-05-14
6002075,2010-05-14
6002076,2010-05-14
6002077,2010-05-14
6002078,2010-05-14
6002079,2010-05-14
6002080,2010-05-14
6002081,2008-03-23
6002082,2008-03-23
6002083,2008-03-23
6002084,2008-03-24
6002085,2008-03-24
6002086,2009-01-23
6002087,2009-01-23
6002088,2009-01-23
6002089,2009-01-23
6002090,2009-01-23
6002091,2009-01-23
6002092,2009-01-24
6002093,2009-01-24
6002094,2009-01-24
6002095,2009-01-24
6002096,2009-01-24
6002097,2009-01-24
6002098,2009-01-25
6002099,2009-01-25
6002100,2009-01-25
6002101,2009-01-25
6002102,2009-01-25
6002103,2009-01-25
6002104,2009-01-26
6002105,2009-01-26
6002106,2009-01-26
6002107,2009-01-26
6002108,2010-05-27
6002109,2010-05-26
6002110,2010-05-29
6002111,2010-03-07
6002112,2010-03-07
6002113,2010-03-06
6002114,2010-03-06
6002115,2010-06-04
6002116,2010-06-04
6002117,2010-06-06
6002118,2010-06-06
6002119,2010-06-06
6002120,2010-06-06
6002121,2010-06-06
6002122,2010-06-06
6002123,2010-06-06
6002124,2010-06-06
6002125,2010-06-07
6002126,2010-06-07
6002127,2010-06-07
6002128,2010-06-07
6002129,2010-06-07
6002130,2010-06-07
6002131,2010-06-07
6002132,2010-06-04
6002133,2010-06-04
6002134,2010-06-04
6002135,2010-06-04
6002136,2010-06-04
6002137,2010-06-04
6002138,2010-06-04
6002139,2010-06-04
6002140,2010-06-05
6002141,2010-06-05
6002142,2010-06-05
6002143,2010-06-05
6002144,2010-06-05
6002145,2010-06-05
6002146,2010-06-05
6002147,2010-06-05
6002148,2010-06-05
6002149,2008-03-29
6002150,2008-04-05
6002151,2008-06-07
6002152,2008-05-24
6002153,2008-04-26
6002154,2010-06-10
6002155,2010-06-10
6002156,2010-06-10
6002157,2010-06-10
6002158,2010-06-10
6002159,2010-06-11
6002160,2010-06-11
6002161,2010-06-11
6002162,2010-06-11
6002163,2010-06-11
6002164,2010-06-11
6002165,2010-05-25
6002166,2010-05-28
6002167,2010-05-28
6002168,2010-05-28
6002169,2010-05-28
6002170,2010-05-29
6002171,2010-05-30
6002172,2010-05-30
6002173,2010-05-30
6002174,2010-05-30
6002175,2010-05-30
6002176,2010-05-30
6002177,2010-06-01
6002178,2010-06-01
6002179,2010-05-25
6002180,2010-06-01
6002181,2010-06-01
6002182,2010-05-27
6002183,2010-05-27
6002184,2010-05-27
6002185,2010-05-27
6002186,2010-05-28
6002187,2010-05-26
6002188,2010-05-26
6002189,2010-05-26
6002190,2010-05-26
6002191,2010-05-29
6002192,2010-05-29
6002193,2010-05-29
6002194,2009-08-02
6002195,2008-07-13
6002196,2009-08-09
6002197,2009-08-09
6002198,2009-08-26
6002199,2009-09-27
6002200,2009-09-27
6002201,2008-04-27
6002202,2008-04-27
6002203,2008-05-03
6002204,2009-10-04
6002205,2009-11-07
6002206,2009-11-22
6002207,2008-11-16
6002208,2008-12-06
6002209,2009-12-12
6002210,2008-04-04
6002211,2009-12-19
6002212,2010-04-04
6002213,2010-04-04
6002214,2010-05-15
6002215,2010-05-15
6002216,2010-05-15
6002217,2010-04-05
6002218,2010-04-05
6002219,2008-07-27
6002220,2008-07-27
6002221,2008-07-27
6002222,2008-08-24
6002223,2008-12-07
6002224,2008-04-19
6002225,2008-04-20
6002226,2008-08-07
6002227,2010-06-09
6002228,2010-06-10
6002229,2008-07-26
6002230,2008-07-26
6002231,2010-05-17
6002232,2010-05-17
6002233,2008-07-28
6002234,2008-07-28
6002235,2009-08-02
6002236,2009-08-30
6002237,2010-05-17
6002238,2010-05-17
6002239,2010-05-17
6002240,2010-05-17
6002241,2010-05-17
6002242,2008-03-30
6002243,2008-04-01
6002244,2008-03-21
6002245,2008-03-21
6002246,2008-03-25
6002247,2008-03-25
6002248,2008-03-25
6002249,2009-11-28
6002250,2009-11-28
6002251,2009-11-28
6002252,2009-11-28
6002253,2009-11-28
6002254,2009-11-28
6002255,2008-03-21
6002256,2008-03-21
6002257,2008-03-22
6002258,2008-03-22
6002259,2009-11-30
6002260,2009-11-30
6002261,2009-11-30
6002262,2009-11-30
6002263,2009-11-30
6002264,2009-11-30
6002265,2009-11-30
6002266,2009-11-30
6002267,2009-11-30
6002268,2009-12-01
6002269,2008-03-22
6002270,2008-03-22
6002271,2009-11-28
6002272,2009-11-28
6002273,2009-11-28
6002274,2009-11-28
6002275,2009-11-28
6002276,2009-11-29
6002277,2009-11-29
6002278,2009-11-29
6002279,2009-11-29
6002280,2009-11-29
6002281,2009-11-29
6002282,2008-03-23
6002283,2009-11-29
6002284,2009-11-29
6002285,2009-11-29
6002286,2009-11-29
6002287,2009-11-29
6002288,2009-11-29
6002289,2008-03-23
6002290,2008-03-23
6002291,2008-03-24
6002292,2008-03-24
6002293,2008-03-24
6002294,2008-03-24
6002295,2008-03-25
6002296,2008-03-25
6002297,2010-05-20
6002298,2010-05-20
6002299,2010-05-21
6002300,2010-05-21
6002301,2010-05-21
6002302,2010-05-21
6002303,2008-10-19
6002304,2009-08-30
6002305,2010-05-16
6002306,2010-05-16
6002307,2010-05-16
6002308,2010-05-16
6002309,2009-01-24
6002310,2009-02-15
6002311,2009-02-15
6002312,2009-03-01
6002313,2010-05-14
6002314,2010-05-14
6002315,2008-02-17
6002316,2008-02-17
6002317,2008-02-20
6002318,2008-02-21
6002319,2008-03-08
6002320,2008-04-06
6002321,2008-08-09
6002322,2008-12-28
6002323,2008-03-26
6002324,2008-05-18
6002325,2008-03-29
6002326,2008-04-26
6002327,2009-02-21
6002328,2008-05-03
6002329,2008-11-23
6002330,2009-02-10
6002331,2008-05-17
6002332,2008-05-31
6002333,2008-06-02
6002334,2008-07-05
6002335,2008-07-27
6002336,2008-07-27
6002337,2008-08-23
6002338,2008-10-08
6002339,2008-10-08
6002340,2008-10-28
6002341,2008-12-17
6002342,2008-12-17
6002343,2008-12-26
6002344,2009-01-16
6002861,2010-11-30
6002862,2010-10-18
6002863,2010-01-31
6002864,2010-01-09
6002865,2010-10-17
6002866,2010-12-22
6002867,2010-02-08
6002868,2008-07-25
6002869,2008-07-25
6002870,2008-07-26
6002871,2008-07-26
6002872,2008-07-27
6002873,2008-07-27
6002874,2008-07-28
6002875,2011-01-03
6002876,2011-02-27
6002877,2011-02-27
6002878,2011-02-09
6002879,2011-02-27
6002880,2011-02-27
6002881,2011-01-03
6002882,2011-05-20
6002883,2011-05-20
6002884,2011-05-20
6002885,2011-05-23
6002886,2011-05-23
6002887,2011-05-23
6002888,2011-05-23
6002889,2011-05-23
6002890,2011-05-23
6002891,2011-05-23
6002892,2011-05-23
6002893,2011-05-23
6002894,2011-05-23
6002895,2011-05-23
6002896,2011-05-23
6002902,2011-05-22
6002903,2011-05-22
6002904,2011-05-22
6002905,2011-05-22
6002906,2011-05-22
6002907,2011-05-22
6002908,2011-05-22
6002909,2011-05-22
6002910,2011-05-22
6002911,2011-05-22
6002926,2011-05-21
6002927,2011-05-21
6002928,2011-05-21
6002929,2011-05-21
6002930,2011-05-21
6002931,2011-05-21
6002932,2011-05-21
6002933,2011-05-21
6002934,2011-05-21
6002935,2011-05-21
6003293,2010-09-16
6003294,2010-09-17
6003295,2010-09-19
6003296,2010-09-21
6003297,2010-09-23
6003298,2010-09-26
6003299,2010-09-26
6003300,2010-09-28
6003301,2010-09-30
6003302,2010-10-03
6003303,2010-10-05
6003304,2010-10-08
6003757,2010-09-11
6003758,2010-09-13
7000408,2009-11-26
7000409,2009-11-26
7000410,2009-11-26
7000411,2009-12-07
7000412,2009-12-08
7000413,2009-12-08
7000414,2009-12-08
7000415,2009-12-08
7000416,2009-12-08
7000417,2009-12-08
7000418,2009-12-08
7000419,2009-12-08
7000420,2009-12-09
7000421,2009-12-09
7000422,2009-12-09
7000423,2009-12-09
7000424,2009-12-09
7000425,2009-12-09
7000426,2009-11-13
7000427,2009-11-13
7000428,2009-03-14
7000429,2009-12-10
7000430,2009-12-10
7000431,2010-01-11
7000432,2010-01-11
7000433,2010-01-11
7000434,2010-01-11
7000435,2010-01-11
7000436,2010-01-11
7000437,2010-01-11
7000438,2010-01-11
7000439,2010-01-11
7000440,2010-01-11
7000441,2010-01-11
7000442,2010-01-11
7000443,2010-01-12
7000444,2010-01-12
7000445,2010-01-13
7000446,2010-01-13
7000447,2010-01-13
7000448,2010-01-13
7000449,2010-01-13
7000450,2010-01-13
7000451,2009-11-13
7000452,2009-11-13
7000453,2010-01-30
7000454,2010-01-12
7000455,2010-01-12
7000456,2009-11-14
7000457,2009-11-14
7000458,2009-11-14
7000459,2009-11-14
7000460,2009-11-15
7000461,2009-11-15
7000462,2009-11-15
7000463,2009-11-15
7000464,2009-11-25
7000465,2009-11-25
7000466,2009-11-26
7000467,2009-11-26
7000468,2009-02-28
7000469,2009-04-25
7000470,2010-02-14
7000471,2010-01-06
7000472,2010-01-06
7000473,2010-01-06
7000474,2010-01-06
7000475,2010-01-06
7000476,2010-01-06
7000477,2009-12-07
7000478,2009-12-07
7000479,2010-02-10
7000480,2010-02-10
7000481,2010-02-10
7000482,2010-02-10
7000483,2010-02-10
7000484,2010-02-10
7000485,2010-02-11
7000486,2010-02-11
7000487,2010-02-11
7000488,2010-02-11
7000489,2010-02-11
7000490,2010-02-11
7000491,2010-02-11
7000492,2010-02-11
7000493,2010-02-12
7000494,2010-02-12
7000495,2010-02-12
7000496,2010-02-12
7000497,2010-02-12
7000498,2010-02-12
7000499,2010-02-01
7000500,2010-02-01
7000501,2010-02-01
7000502,2010-02-01
7000503,2010-02-03
7000504,2010-02-03
7000505,2010-02-03
7000506,2010-02-03
7000507,2010-02-04
7000508,2010-02-04
7000509,2010-02-04
7000510,2010-02-04
7000511,2010-02-04
7000512,2010-02-04
7000513,2008-06-02
7000514,2008-06-02
7000516,2008-09-09
7000517,2008-03-18
7000518,2008-04-19
7000519,2008-11-18
7000520,2008-11-18
7000521,2008-11-25
7000522,2008-11-26
7000523,2008-11-26
7000524,2008-11-26
7000525,2008-11-27
7000526,2008-11-27
7000527,2008-11-27
7000528,2008-12-01
7000529,2008-12-01
7000530,2008-12-02
7000531,2008-11-18
7000532,2008-12-02
7000533,2008-12-02
7000534,2008-12-02
7000535,2008-12-04
7000536,2008-12-04
7000537,2008-12-04
7000538,2008-12-05
7000539,2008-12-05
7000540,2008-12-05
7000541,2008-12-08
7000542,2008-12-08
7000543,2008-11-18
7000544,2008-12-08
7000545,2008-12-09
7000546,2008-12-09
7000547,2008-12-10
7000548,2008-12-10
7000549,2008-12-10
7000550,2008-12-11
7000551,2008-12-11
7000552,2008-12-11
7000553,2008-12-15
7000554,2008-11-19
7000555,2008-12-15
7000556,2008-12-15
7000557,2008-12-16
7000558,2008-12-16
7000559,2008-12-16
7000560,2008-11-19
7000561,2008-11-24
7000562,2008-11-24
7000563,2008-11-24
7000564,2008-11-25
7000565,2008-01-28
7000566,2008-01-28
7000567,2008-02-01
7000568,2008-01-28
7000569,2008-01-28
7000570,2008-01-29
7000571,2008-01-29
7000572,2008-01-29
7000573,2008-01-29
7000574,2008-01-29
7000575,2008-01-30
7000576,2008-01-30
7000577,2008-01-30
7000578,2008-01-30
7000579,2008-01-31
7000580,2008-01-31
7000581,2008-01-31
7000582,2008-01-31
7000583,2008-02-01
7000584,2008-02-01
7000585,2009-01-18
7000586,2009-01-23
7000587,2009-01-25
7000588,2009-02-01
7000589,2009-12-27
7000590,2009-01-12
7000591,2009-01-13
7000592,2009-01-15
7000593,2009-01-19
7000594,2008-04-19
7000595,2008-03-10
7000596,2008-01-07
7000597,2008-01-09
7000598,2008-01-09
7000599,2008-01-07
7000600,2008-01-07
7000601,2008-01-07
7000602,2008-01-07
7000603,2008-01-08
7000604,2008-01-08
7000605,2008-01-08
7000606,2008-01-08
7000607,2008-01-09
7000608,2008-01-09
7000609,2008-05-03
7000610,2008-05-03
7000611,2008-05-03
7000612,2008-05-03
7000613,2008-05-04
7000614,2008-05-04
7000615,2008-05-04
7000616,2008-04-19
7000617,2008-01-07
7000618,2009-01-03
7000619,2009-01-03
7000620,2009-01-03
7000621,2009-01-03
7000622,2009-01-06
7000623,2009-01-06
7000624,2009-01-06
7000625,2009-01-06
7000626,2009-01-03
7000627,2009-01-03
7000628,2009-01-03
7000629,2009-01-03
7000630,2009-01-03
7000631,2009-01-04
7000632,2009-01-04
7000633,2009-01-04
7000634,2009-01-04
7000635,2009-01-04
7000636,2009-01-04
7000637,2009-01-04
7000638,2009-01-04
7000639,2009-01-05
7000640,2009-01-05
7000641,2009-01-05
7000642,2009-01-05
7000643,2009-01-05
7000644,2009-01-05
7000645,2009-01-05
7000646,2009-01-06
7000647,2009-01-06
7000648,2009-01-06
7002372,2010-01-30
7002373,2009-03-08
7002374,2009-03-08
7002375,2009-03-09
7002376,2009-03-09
7002377,2009-03-08
7002378,2009-03-08
7002843,2011-01-13
7002844,2011-01-15
7002845,2011-01-15
7002846,2011-01-15
7002848,2011-01-13
7002849,2011-01-13
7002850,2011-01-15
7002851,2011-01-15
7002852,2011-01-15
7002853,2011-01-16
7002854,2011-01-16
7002855,2011-01-16
7002856,2011-01-16
7002857,2011-01-16
7002858,2011-01-16
7002859,2011-01-16
7002860,2011-01-13
8000649,2008-05-31
8000650,2008-05-31
8000651,2008-10-10
8000652,2009-05-20
8000653,2009-08-02
8000654,2009-08-30
8000655,2009-09-28
8000656,2009-07-19
8000657,2009-09-14
8000658,2009-10-14
8000659,2009-10-27
8000660,2009-10-28
8000661,2009-11-24
8000662,2009-11-26
8000663,2009-11-26
8000664,2010-07-07
8000665,2010-08-06
8000666,2010-08-06
8000667,2008-06-14
8000668,2008-06-15
8000669,2008-06-29
8000670,2008-07-14
8000671,2009-07-18
8000672,2009-09-29
8000673,2008-08-13
8000674,2008-09-10
8000675,2008-09-26
10000001,2012-05-27
10000002,2012-05-27
10000003,2012-05-28
10000004,2012-05-28
10000005,2012-05-25
10000006,2012-05-25
10000007,2012-05-28
10000008,2012-05-28
10000009,2012-05-27
10000010,2012-05-27
10000011,2012-05-27
10000012,2012-05-27
10000013,2012-05-25
10000014,2012-05-25
10000015,2012-05-25
10000016,2012-05-25
10000017,2012-05-26
10000018,2012-05-26
10000019,2012-05-26
10000020,2012-05-26
10000021,2012-05-26
10000022,2012-05-26
10000023,2012-05-26
10000024,2012-05-28
10000025,2012-05-28
10000026,2012-05-28
10000027,2012-05-25
10000028,2012-05-25
10000029,2012-05-26
10000030,2012-05-26
10000031,2012-05-28
10000032,2012-05-28
10000033,2012-05-28
10000034,2012-05-27
10000035,2012-05-27
10000036,2012-05-27
10000037,2012-05-26
10000038,2012-05-26
10000039,2012-05-27
10000040,2012-05-27
10000041,2012-05-25
10000042,2012-05-25
10000043,2012-05-25
10000044,2012-03-16
10000045,2012-03-16
10000046,2012-03-16
10000047,2012-03-16
10000048,2012-03-16
10000049,2012-03-16
10000050,2012-03-16
10000051,2012-03-16
10000052,2012-03-17
10000053,2012-03-17
10000054,2012-03-17
10000055,2012-03-17
10000056,2012-03-17
10000057,2012-03-17
10000058,2012-03-17
10000059,2012-03-17
10000060,2012-03-17
10000061,2012-03-17
10000062,2012-03-18
10000063,2012-03-18
10000064,2012-03-18
10000065,2012-03-18
10000066,2012-03-18
10000067,2012-03-18
10000068,2012-03-18
10000069,2012-03-18
10000070,2012-03-18
10000071,2012-03-18
10000072,2012-03-19
10000073,2012-03-19
10000074,2012-03-19
10000075,2012-03-19
10000076,2012-03-19
20003005,2011-07-31
20003006,2011-07-31
20003007,2011-08-01
20003008,2011-08-01
20003009,2011-08-01
20003010,2011-08-02
20003011,2011-08-02
20003012,2011-08-02
20003013,2011-08-03
20003014,2011-08-03
20003015,2011-08-03
20003016,2011-08-04
20003017,2011-08-04
33003062,2011-07-13
33003063,2011-07-13
33003064,2011-07-14
33003065,2011-07-15
33003066,2011-07-15
33003067,2011-07-16
33003068,2011-07-16
33003069,2011-07-18
33003070,2011-07-18
33003071,2011-07-21
33003072,2011-07-21
33003073,2011-07-22
33003074,2011-07-26
33003075,2011-07-26
33003917,2011-07-13
33003918,2011-07-13
33003919,2011-07-14
33003920,2011-07-15
33003921,2011-07-15
33003922,2011-07-16
33003923,2011-07-16
33003924,2011-07-18
33003925,2011-07-18
33003927,2011-07-21
33003928,2011-07-21
33003929,2011-07-22
34003018,2011-07-20
34003019,2011-08-19
34003020,2011-08-19
34003021,2011-08-23
34003022,2011-08-23
34003023,2011-10-08
34003024,2011-10-10
34003025,2011-10-10
34003026,2011-10-11
34003027,2011-10-11
34003028,2011-10-11
34003029,2011-10-13
34003030,2011-10-13
34003031,2011-10-13
34003032,2011-10-14
34003926,2011-07-20
34003930,2011-08-19
34003931,2011-08-19
34003949,2011-10-08
34003950,2011-10-10
34003951,2011-10-10
34003952,2011-10-10
34003953,2011-10-10
34003954,2011-10-11
34003955,2011-10-11
34003956,2011-10-11
34003957,2011-10-11
34003958,2011-10-11
34003959,2011-10-11
34003960,2011-10-13
34003961,2011-10-13
34003962,2011-10-13
34003963,2011-10-14
39003127,2011-07-04
39003128,2011-07-04
39003129,2011-07-04
39003130,2011-07-06
39003131,2011-07-06
39003132,2011-07-06
39003133,2011-07-07
39003134,2011-07-07
39003135,2011-07-07
39003908,2011-07-04
39003909,2011-07-04
39003910,2011-07-04
39003911,2011-07-06
39003912,2011-07-06
39003913,2011-07-06
39003914,2011-07-07
39003915,2011-07-07
39003916,2011-07-07
44003076,2011-09-23
44003077,2011-09-23
44003078,2011-09-24
44003079,2011-09-24
44003080,2011-09-25
44003081,2011-09-25
44003082,2011-10-02
44003083,2011-10-03
44003084,2011-10-04
44003085,2011-10-04
44003936,2011-09-23
44003937,2011-09-23
44003938,2011-09-24
44003939,2011-09-24
44003940,2011-09-25
44003941,2011-09-25
44003942,2011-10-02
44003943,2011-10-02
44003944,2011-10-03
44003945,2011-10-03
44003946,2011-10-03
44003947,2011-10-04
44003948,2011-10-04
56002941,2010-12-11
56002942,2010-12-12
56002943,2010-12-14
56002944,2010-12-15
56002945,2010-12-16
56002946,2010-12-17
56002947,2010-12-19
56002948,2010-12-19
56003789,2010-12-14
56003790,2010-12-16
56003791,2010-12-17
57003305,2006-12-05
57003306,2006-12-05
57003307,2006-12-06
57003308,2006-12-06
57003309,2006-12-06
57003310,2006-12-07
57003311,2006-12-07
57003312,2006-12-07
57003313,2006-12-07
57003314,2006-12-07
57003315,2006-12-08
57003316,2006-12-08
57003317,2006-12-08
57003318,2006-12-08
57003319,2006-12-09
57003320,2006-12-09
57003321,2006-12-09
57003322,2006-12-10
57003323,2006-12-10
57003324,2006-12-10
57003325,2006-12-10
57003326,2006-12-11
57003327,2006-12-11
57003328,2006-12-11
62003086,2008-06-11
62003087,2009-02-22
62003088,2009-02-22
62003089,2009-02-23
62003090,2009-02-23
62003091,2009-02-23
62003092,2009-02-23
62003093,2009-02-24
62003094,2009-02-24
62003095,2009-02-24
62003096,2009-02-24
62003097,2009-02-25
62003098,2009-02-25
62003099,2009-02-25
62003100,2009-02-25
62003101,2009-02-26
62003102,2009-02-26
62003103,2009-02-27
62003104,2009-02-28
62003105,2009-02-28
62003106,2009-03-01
62003107,2009-03-01
62003108,2009-03-01
62003109,2009-03-03
62003110,2009-03-03
62003111,2009-03-04
62003112,2009-03-04
62003113,2009-03-05
62003114,2009-03-05
62003115,2009-03-07
62003116,2009-03-07
62003117,2009-05-28
62003118,2009-05-29
62003119,2009-05-29
62003120,2009-05-30
62003121,2009-05-31
62003122,2009-06-01
62003123,2009-06-01
62003124,2009-10-25
62003125,2009-10-27
62003126,2009-10-29
62003713,2009-02-22
62003714,2009-02-22
62003715,2009-02-23
62003716,2009-02-23
62003717,2009-02-24
62003718,2009-02-25
62003719,2009-02-25
62003720,2009-02-26
62003721,2009-02-26
62003722,2009-02-26
62003723,2009-02-27
62003724,2009-02-27
62003725,2009-02-28
62003726,2009-02-28
62003727,2009-02-28
62003728,2009-02-28
62003729,2009-03-01
62003730,2009-03-01
62003731,2009-03-01
62003732,2009-03-01
62003733,2009-03-01
62003737,2009-06-09
62003743,2009-10-21
62003744,2009-10-24
64003154,2008-04-27
64003155,2008-04-28
64003156,2008-04-30
64003157,2009-04-19
64003158,2009-04-19
64003159,2009-04-20
64003160,2009-04-21
64003161,2009-04-22
64003162,2009-04-22
64003163,2009-04-23
64003164,2009-04-23
64003165,2011-09-17
64003734,2009-04-19
64003935,2011-09-17
506002951,2008-07-23
506002952,2008-07-24
506002953,2008-07-30
506002954,2008-07-31
506002955,2008-08-01
506002956,2008-08-02
506002957,2008-08-04
506002958,2008-08-04
506002959,2008-08-07
506002960,2008-07-29
506002961,2011-04-09
506002962,2011-05-15
506002963,2011-04-22
506002964,2011-04-22
506002965,2011-04-23
506002966,2011-04-23
506002967,2011-04-24
506002968,2011-04-24
506002969,2011-04-25
506002970,2011-04-26
506002971,2011-04-26
506002972,2011-04-26
506002973,2011-04-27
506002974,2011-04-27
506002975,2011-04-29
506002976,2011-04-29
506002977,2011-04-30
506002979,2011-05-05
506002980,2011-05-05
506002981,2011-05-06
506002982,2011-05-06
506002983,2011-05-06
506002984,2011-05-07
506002985,2011-05-07
506002986,2011-05-07
506002987,2011-05-07
506002988,2011-05-08
506002989,2011-05-08
506002990,2011-05-08
506002991,2011-05-08
506002992,2011-05-09
506002993,2011-05-09
506002994,2011-05-12
506002995,2011-05-13
506002996,2011-05-13
506002997,2011-05-13
506002998,2011-05-14
506002999,2011-05-14
506003000,2011-05-15
506003001,2011-05-15
506003002,2011-05-16
506003003,2011-05-16
506003004,2011-05-17
506003329,2006-09-02
506003330,2006-09-02
506003331,2006-09-02
506003332,2006-09-02
506003333,2006-09-03
506003334,2006-09-03
506003335,2006-09-03
506003336,2006-09-03
506003337,2006-09-03
506003338,2006-09-03
506003339,2006-09-04
506003340,2006-09-04
506003341,2006-09-04
506003342,2006-09-04
506003343,2006-09-04
506003344,2006-09-04
506003346,2006-09-05
506003348,2006-09-05
506003349,2006-09-06
506003351,2006-09-06
506003352,2006-09-06
506003353,2006-09-06
506003355,2006-09-07
506003356,2006-09-07
506003357,2006-09-07
506003358,2006-09-07
506003359,2006-09-08
506003360,2006-09-08
506003361,2006-09-08
506003362,2006-09-08
506003363,2006-09-08
506003364,2006-09-08
506003700,2008-07-30
506003701,2008-07-31
506003703,2008-08-01
506003704,2008-08-02
506003705,2008-08-04
506003706,2008-08-05
506003707,2008-08-05
506003708,2008-08-05
506003709,2008-08-06
506003710,2008-08-06
506003711,2008-08-06
506003712,2008-08-07
506003797,2011-04-09
506003805,2011-04-22
506003807,2011-04-22
506003808,2011-04-23
506003809,2011-04-23
506003810,2011-04-24
506003811,2011-04-25
506003812,2011-04-25
506003813,2011-04-25
506003814,2011-04-25
506003815,2011-04-25
506003816,2011-04-26
506003817,2011-04-26
506003818,2011-04-26
506003819,2011-04-29
506003820,2011-04-29
506003821,2011-04-30
506003822,2011-05-05
506003823,2011-05-05
506003824,2011-05-06
506003825,2011-05-06
506003826,2011-05-06
506003827,2011-05-07
506003828,2011-05-07
506003829,2011-05-07
506003830,2011-05-07
506003831,2011-05-07
506003832,2011-05-08
506003833,2011-05-08
506003834,2011-05-08
506003835,2011-05-09
506003836,2011-05-09
506003837,2011-05-09
506003838,2011-05-12
506003839,2011-05-13
506003840,2011-05-13
506003841,2011-05-14
506003842,2011-05-14
506003843,2011-05-14
506003844,2011-05-15
506003845,2011-05-16
506003846,2011-05-17
507003166,2008-08-22
507003167,2008-08-23
507003168,2008-08-25
507003169,2011-04-03
507003170,2011-04-03
507003171,2011-04-04
507003172,2011-04-10
507003173,2011-04-11
507003174,2011-04-11
507003175,2011-04-12
507003176,2011-04-13
507003177,2011-04-14
507003178,2011-04-15
507003179,2011-04-16
507003180,2011-04-16
507003181,2011-05-21
507003182,2011-05-21
507003183,2011-05-22
507003184,2011-05-22
507003185,2011-05-24
507003186,2011-05-24
507003187,2011-05-25
507003189,2011-05-25
507003190,2011-05-25
507003191,2011-05-26
507003192,2011-05-26
507003193,2011-05-27
507003194,2011-05-27
507003195,2011-05-27
507003196,2011-05-27
507003197,2011-05-28
507003198,2011-05-28
507003199,2011-05-28
507003200,2011-05-28
507003201,2011-05-29
507003202,2011-05-29
507003203,2011-05-29
507003204,2011-05-30
507003205,2011-05-30
507003206,2011-05-30
507003207,2011-05-31
507003208,2011-05-31
507003209,2011-06-01
507003210,2011-06-01
507003211,2011-06-01
507003212,2011-06-02
507003213,2011-06-03
507003214,2011-06-03
507003215,2011-06-03
507003216,2011-06-04
507003217,2011-06-04
507003218,2011-06-05
507003219,2011-06-05
507003220,2011-06-06
507003221,2011-06-07
507003222,2011-06-07
507003223,2011-06-07
507003224,2011-06-08
507003225,2011-06-08
507003226,2011-06-08
507003227,2011-06-08
507003228,2011-06-08
507003229,2011-06-12
507003230,2011-06-14
507003231,2011-06-16
507003232,2011-06-17
507003233,2011-06-18
507003234,2011-06-18
507003235,2011-06-19
507003236,2011-06-19
507003237,2011-06-22
507003238,2011-06-22
507003524,2007-03-20
507003525,2007-03-20
507003526,2007-03-20
507003527,2007-03-20
507003528,2007-03-20
507003529,2007-03-20
507003530,2007-03-21
507003531,2007-03-21
507003532,2007-03-21
507003533,2007-03-21
507003534,2007-03-21
507003535,2007-03-21
507003536,2007-03-21
507003537,2007-03-21
507003538,2007-03-21
507003539,2007-03-21
507003540,2007-03-21
507003541,2007-03-21
